OPERADORA,ESTADO,Q5,Q7,Q7a,Q8,J1,B1_1,B1_2,C1_1,C1_2,C1_3,D1_1,D1_2,A1_1,A2_1,A2_2,A2_3,A3,E7,E8,F3,F4_1,F4_2,F4_3,G2_1,G2_2,G2_3,H1,H2,H2a,PESO,Operadoras,Estados,Churn
VIVO,PR,2,26,4,1,6,7,7,8,7,8,8,9,1.0,5.0,8.0,8.0,7.0,1,8.0,1,9.0,9.0,8.0,2,2,1,2,2500,2,"1,950081038",9,16,0
VIVO,PR,1,56,8,2,8,10,99,9,10,10,10,10,1.0,10.0,10.0,10.0,10.0,1,10.0,1,7.0,10.0,10.0,1,2,1,1,4000,2,"1,950081038",9,16,0
VIVO,RS,2,51,8,1,9,8,8,9,8,9,7,8,1.0,9.0,8.0,7.0,8.0,1,9.0,2,99,99,99,1,2,1,2,18000,5,"1,524497128",9,21,0
VIVO,SC,2,28,4,1,8,7,8,8,5,6,8,9,1.0,0.0,7.0,8.0,8.0,1,8.0,1,6.0,5.0,8.0,2,2,1,1,2000,1,"1,124866094",9,22,0
VIVO,SC,1,68,8,2,7,3,5,8,10,8,5,2,1.0,3.0,6.0,8.0,8.0,2,99,1,5.0,5.0,8.0,1,1,1,2,2500,2,"1,124866094",9,22,0
CLARO/NET,AC,1,43,7,2,7,7,7,7,7,6,9,9,1.0,9.0,9.0,8.0,9.0,1,9.0,2,99,99,99,2,1,1,3,12000,5,"0,076348118",2,0,0
CLARO/NET,AL,1,32,5,1,9,9,8,10,10,9,9,9,1.0,10.0,10.0,9.0,9.0,1,8.0,1,10.0,10.0,10.0,1,2,2,1,2000,1,"0,343029426",2,1,0
CLARO/NET,AM,2,35,5,1,7,3,7,8,5,5,7,7,1.0,5.0,5.0,6.0,7.0,1,7.0,2,99,99,99,1,2,2,1,10000,4,"0,835665362",2,2,0
CLARO/NET,BA,1,49,7,1,5,4,4,0,0,6,4,7,1.0,3.0,2.0,6.0,3.0,1,0.0,2,99,99,99,1,2,1,2,9000,4,"0,511635463",2,3,0
CLARO/NET,CE,2,34,5,1,7,7,7,8,7,6,8,9,1.0,8.0,8.0,8.0,7.0,1,5.0,1,9.0,9.0,6.0,1,2,1,2,10000,4,"0,33047842",2,4,0
CLARO/NET,MA,1,53,8,2,8,8,9,8,8,8,10,8,1.0,10.0,10.0,10.0,10.0,1,9.0,1,10.0,10.0,10.0,1,1,1,2,10000,4,"0,30203225",2,8,0
CLARO/NET,MG,2,23,3,1,5,7,8,5,5,5,99,99,99,99,99,99,99,2,99,2,99,99,99,1,2,1,2,999999,99,"2,41303017",2,9,0
CLARO/NET,PB,1,42,7,1,8,8,8,8,8,8,8,9,1.0,7.0,8.0,8.0,8.0,1,9.0,1,10.0,10.0,9.0,1,2,2,1,3000,2,"0,397971582",2,13,0
CLARO/NET,PI,1,40,6,1,8,10,10,9,8,9,9,9,1.0,8.0,8.0,7.0,7.0,2,99,2,99,99,99,1,1,1,2,999998,5,"0,173615161",2,15,0
CLARO/NET,RN,2,30,4,1,8,10,10,9,9,9,10,10,1.0,8.0,10.0,10.0,10.0,2,99,2,99,99,99,1,1,1,1,3000,2,"0,333738666",2,18,0
CLARO/NET,RO,2,18,3,2,9,10,10,10,10,10,10,10,99,99,99,99,99,2,99,2,99,99,99,2,2,1,2,10000,4,"0,071185672",2,19,0
CLARO/NET,RS,1,42,7,2,8,10,10,10,7,9,10,10,1.0,10.0,10.0,10.0,10.0,1,10.0,1,10.0,10.0,10.0,1,2,1,3,5000,3,"2,903910715",2,21,0
CLARO/NET,SE,1,56,8,1,5,7,5,6,5,5,8,8,99,99,99,99,99,2,99,2,99,99,99,2,2,1,3,999998,5,"0,189762983",2,23,0
CLARO/NET,SE,2,39,6,1,7,6,7,6,7,6,5,5,99,99,99,99,99,2,99,2,99,99,99,1,1,1,1,6000,3,"0,189762983",2,23,0
CLARO/NET,SE,1,58,8,1,8,2,99,7,7,7,0,0,1.0,6.0,0.0,0.0,0.0,1,0.0,2,99,99,99,1,2,2,2,999998,99,"0,189762983",2,23,0
CLARO/NET,SP,2,22,3,1,6,7,8,9,6,6,9,10,1.0,8.0,7.0,8.0,6.0,2,99,1,9.0,9.0,9.0,1,2,1,4,999998,2,"19,63292645",2,24,0
ALGAR,MG,1,58,8,2,10,10,10,8,10,10,10,10,99,99,99,99,99,2,99,2,99,99,99,2,1,1,2,999998,2,"1,720490595",0,9,0
HUGHES,PR,1,27,4,2,8,8,8,7,7,7,9,8,99,99,99,99,99,2,99,2,99,99,99,2,2,2,1,2000,1,"0,06671216",3,16,0
OI,DF,1,53,8,1,8,5,7,8,8,8,7,3,99,99,99,99,99,2,99,2,99,99,99,2,2,2,2,10000,4,"0,437668628",4,5,0
OI,DF,1,58,8,1,7,7,8,3,3,4,3,3,99,99,99,99,99,1,8.0,2,99,99,99,2,2,2,2,8000,4,"0,437668628",4,5,0
OI,DF,1,64,8,1,5,4,8,5,5,5,4,1,1.0,1.0,5.0,5.0,5.0,1,1.0,2,99,99,99,2,1,1,1,1000,1,"0,437668628",4,5,0
OI,DF,1,33,5,2,0,5,0,0,5,0,5,5,99,99,99,99,99,1,0.0,1,5.0,5.0,5.0,2,1,1,4,1200,1,"0,437668628",4,5,1
OI,GO,2,39,6,1,5,5,6,6,3,5,4,4,1.0,5.0,5.0,6.0,6.0,1,6.0,1,5.0,6.0,6.0,2,2,1,1,1200,1,"1,21207721",4,7,0
OI,MS,1,65,8,2,5,5,5,10,5,5,5,5,1.0,5.0,5.0,5.0,5.0,1,5.0,1,5.0,5.0,5.0,2,2,1,2,2000,1,"0,515743188",4,10,0
OI,PE,1,50,7,1,5,3,2,2,4,3,8,4,1.0,2.0,6.0,6.0,7.0,1,4.0,1,5.0,4.0,5.0,2,1,1,3,5000,3,"0,259755499",4,14,0
OI,PR,1,53,8,2,5,7,7,8,5,5,8,7,1.0,7.0,3.0,7.0,7.0,1,6.0,1,3.0,6.0,7.0,2,1,1,99,999998,99,"1,27543121",4,16,0
OI,RN,1,87,9,2,4,4,4,10,10,2,8,10,1.0,8.0,2.0,10.0,3.0,2,99,1,5.0,5.0,8.0,2,1,1,3,10000,4,"0,093547923",4,18,0
OI,RR,1,41,7,2,0,99,0,10,0,0,0,10,1.0,0.0,0.0,0.0,0.0,1,0.0,1,5.0,7.0,3.0,2,2,1,3,4500,3,"0,084349574",4,20,1
OI,SC,1,42,7,1,8,9,9,9,8,7,9,7,1.0,9.0,7.0,9.0,8.0,2,99,2,99,99,99,2,2,1,2,3000,2,"1,039331554",4,22,0
OI,SE,1,41,7,1,7,7,6,6,4,4,6,7,1.0,1.0,5.0,9.0,9.0,1,8.0,1,8.0,8.0,8.0,1,2,1,5,5000,3,"0,115610301",4,23,0
OI,TO,2,24,3,1,7,8,9,8,7,9,10,9,99,99,99,99,99,2,99,2,99,99,99,2,2,1,3,5000,3,"0,200930781",4,25,0
SERCOMTEL,PR,2,27,4,1,7,4,5,9,7,4,5,6,1.0,8.0,8.0,8.0,9.0,1,6.0,2,99,99,99,2,2,1,2,999998,1,"0,302190147",5,16,0
SKY,DF,1,34,5,2,6,6,7,5,5,7,8,7,1.0,8.0,8.0,8.0,8.0,2,99,2,99,99,99,2,2,2,1,2600,2,"0,070998408",6,5,0
SKY,MA,1,53,8,1,5,5,4,8,8,7,3,8,1.0,9.0,10.0,10.0,10.0,1,10.0,2,99,99,99,2,2,2,2,2070,1,"0,099019332",6,8,0
SKY,MT,1,48,7,2,7,9,7,8,9,6,10,9,1.0,5.0,5.0,8.0,6.0,2,99,2,99,99,99,1,2,2,1,9000,4,"0,0548337",6,11,0
TIM,SP,2,25,4,2,10,10,8,10,7,10,10,10,1.0,8.0,10.0,10.0,8.0,1,10.0,1,10.0,10.0,10.0,2,2,2,1,6000,3,"1,501035493",7,24,0
VIVO,BA,1,40,6,1,7,8,7,7,5,7,9,8,1.0,9.0,8.0,10.0,9.0,1,6.0,1,7.0,6.0,7.0,2,1,1,1,2000,1,"0,668020487",9,3,0
VIVO,DF,2,24,3,1,7,8,8,9,6,6,5,4,1.0,2.0,2.0,7.0,5.0,1,6.0,1,8.0,8.0,8.0,2,1,2,2,4000,2,"0,860180898",9,5,0
VIVO,GO,1,43,7,2,5,3,2,5,3,3,4,6,1.0,3.0,3.0,3.0,3.0,2,99,1,5.0,5.0,5.0,2,1,1,2,5000,3,"0,791468434",9,7,0
VIVO,MS,1,51,8,2,6,8,7,6,6,6,9,9,99,99,99,99,99,2,99,2,99,99,99,1,2,1,3,5000,3,"0,394052503",9,10,0
VIVO,PI,1,27,4,1,7,8,8,7,7,7,7,6,1.0,4.0,8.0,6.0,7.0,1,8.0,1,7.0,8.0,8.0,2,2,1,5,999998,3,"0,09161355",9,15,0
CLARO/NET,BA,1,34,5,1,8,8,8,8,8,7,8,10,99,99,99,99,99,1,8.0,2,99,99,99,1,2,2,2,15000,5,"0,511635463",2,3,0
CLARO/NET,DF,2,39,6,1,7,7,8,8,7,7,8,6,1.0,8.0,4.0,6.0,5.0,2,99,2,99,99,99,2,2,1,1,1000,1,"1,51406594",2,5,0
CLARO/NET,ES,1,31,5,1,8,10,9,9,9,10,10,10,1.0,7.0,10.0,10.0,9.0,1,9.0,1,9.0,10.0,10.0,1,1,1,3,999998,3,"0,630163929",2,6,0
CLARO/NET,MG,1,37,6,2,4,5,0,5,3,2,5,5,1.0,4.0,2.0,6.0,6.0,1,0.0,1,5.0,6.0,2.0,1,1,1,2,999998,5,"2,41303017",2,9,0
CLARO/NET,MT,1,49,7,2,7,9,9,9,7,9,8,6,1.0,5.0,9.0,9.0,7.0,2,99,2,99,99,99,1,1,1,2,8000,4,"0,331975794",2,11,0
CLARO/NET,MT,1,42,7,2,7,7,6,7,7,7,8,6,1.0,6.0,6.0,8.0,7.0,1,7.0,2,99,99,99,2,2,2,2,10000,4,"0,331975794",2,11,0
CLARO/NET,PB,2,39,6,1,10,10,10,10,10,10,5,10,99,99,99,99,99,1,10.0,1,9.0,9.0,10.0,2,1,1,1,999998,1,"0,397971582",2,13,0
CLARO/NET,PE,2,24,3,2,7,8,9,7,5,7,7,8,1.0,5.0,5.0,8.0,6.0,2,99,2,99,99,99,1,2,1,2,5000,3,"0,454021016",2,14,0
CLARO/NET,RN,1,45,7,1,8,9,9,10,9,9,9,10,99,99,99,99,99,2,99,2,99,99,99,1,1,1,1,3000,2,"0,333738666",2,18,0
CLARO/NET,RN,1,41,7,2,9,8,10,10,10,10,10,10,99,99,99,99,99,1,10.0,1,10.0,10.0,10.0,2,2,2,2,3000,2,"0,333738666",2,18,0
CLARO/NET,SE,1,56,8,1,7,7,6,7,8,8,7,6,1.0,7.0,6.0,8.0,8.0,2,99,2,99,99,99,2,1,1,3,3000,2,"0,189762983",2,23,0
CLARO/NET,TO,1,38,6,1,8,9,9,8,8,8,8,8,1.0,5.0,7.0,8.0,5.0,1,8.0,1,8.0,8.0,8.0,1,2,1,2,999998,1,"0,06265625",2,25,0
ALGAR,GO,2,18,3,2,7,5,10,7,7,5,4,4,1.0,8.0,3.0,10.0,10.0,1,8.0,2,99,99,99,1,1,1,2,2200,2,"0,082942386",0,7,0
ALGAR,GO,1,59,8,2,3,5,3,0,0,5,0,5,99,99,99,99,99,1,5.0,2,99,99,99,2,2,1,1,950,1,"0,082942386",0,7,1
ALGAR,GO,1,38,6,2,8,9,8,7,6,8,10,10,1.0,5.0,10.0,10.0,10.0,1,10.0,2,99,99,99,2,2,1,2,2200,2,"0,082942386",0,7,0
HUGHES,BA,1,45,7,1,5,7,7,5,5,0,0,0,1.0,0.0,0.0,0.0,0.0,1,0.0,2,99,99,99,2,2,2,2,5000,3,"0,057069444",3,3,0
OI,AC,2,18,3,1,8,9,8,8,7,9,10,10,1.0,6.0,8.0,9.0,10.0,1,9.0,2,99,99,99,2,2,1,2,3000,2,"0,148912782",4,0,0
OI,AL,1,65,8,2,8,8,8,0,0,0,5,5,1.0,4.0,4.0,5.0,4.0,1,4.0,1,4.0,4.0,4.0,2,1,1,1,999999,99,"0,083964386",4,1,0
OI,AM,1,24,3,1,8,9,8,8,8,10,9,10,1.0,8.0,9.0,9.0,10.0,1,10.0,1,8.0,10.0,10.0,2,1,1,2,999998,1,"0,087477352",4,2,0
OI,AM,2,44,7,2,9,9,9,9,9,9,9,9,1.0,9.0,9.0,9.0,10.0,1,7.0,1,6.0,6.0,6.0,2,1,1,1,1100,1,"0,087477352",4,2,0
OI,AM,2,39,6,1,4,3,4,0,0,3,0,0,1.0,0.0,0.0,2.0,2.0,2,99,2,99,99,99,2,2,1,1,3000,2,"0,087477352",4,2,0
OI,CE,1,70,8,1,8,9,9,7,8,7,5,8,1.0,6.0,7.0,9.0,8.0,2,99,1,9.0,8.0,8.0,2,1,1,3,3000,2,"0,253532134",4,4,0
OI,MA,1,55,8,1,6,5,1,5,6,5,10,9,1.0,2.0,3.0,4.0,5.0,1,2.0,1,7.0,7.0,7.0,1,2,2,6,6000,3,"0,194692994",4,8,0
OI,MA,1,52,8,1,9,10,10,8,10,10,10,10,1.0,0.0,10.0,10.0,10.0,1,10.0,1,8.0,10.0,10.0,2,2,1,2,1000,1,"0,194692994",4,8,0
OI,MS,2,38,6,1,8,8,7,7,7,7,10,5,1.0,5.0,8.0,8.0,8.0,1,8.0,1,10.0,10.0,10.0,2,2,1,1,1200,1,"0,515743188",4,10,0
OI,MS,2,39,6,1,8,7,8,7,5,8,7,8,1.0,5.0,5.0,8.0,8.0,1,7.0,2,99,99,99,1,1,1,2,2000,1,"0,515743188",4,10,0
OI,MS,1,40,6,2,6,7,8,7,8,5,8,10,1.0,8.0,9.0,8.0,8.0,1,8.0,2,99,99,99,2,2,2,2,5000,3,"0,515743188",4,10,0
OI,MS,2,32,5,1,10,10,9,10,10,9,10,10,99,99,99,99,99,2,99,2,99,99,99,2,2,2,4,1500,1,"0,515743188",4,10,0
OI,MT,1,72,9,1,8,9,9,9,8,8,9,9,1.0,8.0,8.0,9.0,9.0,1,9.0,2,99,99,99,2,1,1,2,5000,3,"0,539319816",4,11,0
OI,PB,2,22,3,1,7,7,5,5,8,9,5,5,1.0,9.0,5.0,6.0,5.0,1,4.0,2,99,99,99,2,1,1,3,999998,1,"0,096240501",4,13,0
OI,PB,1,38,6,2,5,8,2,4,5,7,10,10,1.0,7.0,0.0,8.0,10.0,1,0.0,1,10.0,10.0,0.0,2,1,1,2,999998,2,"0,096240501",4,13,0
OI,PI,1,60,8,1,7,9,8,7,7,8,10,10,1.0,5.0,9.0,10.0,6.0,1,8.0,1,8.0,10.0,9.0,2,1,1,2,2500,2,"0,182607017",4,15,0
OI,RN,1,26,4,1,5,3,5,3,3,1,3,9,1.0,0.0,7.0,7.0,10.0,1,0.0,1,3.0,3.0,3.0,2,1,1,3,3000,2,"0,093547923",4,18,0
OI,RN,2,21,3,1,6,6,6,7,5,6,5,4,1.0,3.0,6.0,8.0,7.0,1,7.0,1,7.0,7.0,7.0,2,2,1,6,3000,2,"0,093547923",4,18,0
OI,SE,1,50,7,2,8,8,8,8,8,9,10,5,99,99,99,99,99,1,7.0,1,7.0,8.0,8.0,2,2,2,1,999998,2,"0,115610301",4,23,0
OI,SE,2,32,5,1,4,5,3,5,6,4,3,8,1.0,4.0,3.0,2.0,4.0,1,7.0,2,99,99,99,2,1,1,1,999998,1,"0,115610301",4,23,0
SKY,AM,1,47,7,2,7,8,8,7,6,6,7,8,1.0,8.0,7.0,8.0,8.0,1,8.0,1,8.0,8.0,8.0,2,2,2,5,5000,3,"0,133954269",6,2,0
SKY,DF,2,53,8,1,5,5,0,4,0,4,5,4,1.0,0.0,0.0,6.0,4.0,1,0.0,2,99,99,99,2,2,2,1,2000,1,"0,070998408",6,5,0
SKY,DF,1,45,7,2,3,5,0,8,5,5,8,8,1.0,8.0,5.0,5.0,5.0,1,5.0,1,0.0,0.0,0.0,2,2,2,1,2000,1,"0,070998408",6,5,1
SKY,DF,1,38,6,1,10,10,10,10,10,8,10,10,1.0,10.0,10.0,10.0,10.0,2,99,1,10.0,10.0,10.0,2,1,2,2,1200,1,"0,070998408",6,5,0
SKY,GO,1,51,8,2,10,10,10,10,10,10,10,10,1.0,10.0,10.0,10.0,10.0,2,99,2,99,99,99,1,1,1,4,1500,1,"0,091818997",6,7,0
TIM,AM,1,61,8,2,7,9,7,7,7,7,9,7,99,99,99,99,99,2,99,2,99,99,99,2,1,2,2,30000,5,"0,088639026",7,2,0
TIM,AM,1,49,7,1,8,7,8,8,8,7,6,7,1.0,8.0,8.0,9.0,8.0,2,99,2,99,99,99,2,2,2,2,11000,5,"0,088639026",7,2,0
TIM,AM,1,43,7,1,7,9,7,8,8,8,9,9,1.0,2.0,5.0,4.0,6.0,2,99,2,99,99,99,2,2,1,2,999998,5,"0,088639026",7,2,0
TIM,BA,1,65,8,1,9,7,8,6,8,8,7,7,1.0,5.0,5.0,9.0,7.0,1,8.0,2,99,99,99,2,2,1,5,999999,99,"0,148083294",7,3,0
TIM,GO,1,31,5,2,8,9,8,9,9,9,10,10,99,99,99,99,99,2,99,2,99,99,99,2,2,1,2,6000,3,"0,239904845",7,7,0
TIM,GO,1,29,4,2,9,10,10,9,9,10,10,10,1.0,6.0,9.0,9.0,7.0,2,99,1,8.0,10.0,10.0,2,2,2,2,5000,3,"0,239904845",7,7,0
TIM,RJ,1,45,7,1,10,9,9,9,9,9,10,10,1.0,10.0,9.0,10.0,10.0,1,10.0,1,10.0,10.0,10.0,2,1,1,2,3500,2,"1,162629684",7,17,0
TIM,RJ,1,39,6,1,8,10,9,7,7,8,10,10,1.0,7.0,7.0,8.0,9.0,1,7.0,1,8.0,9.0,7.0,2,2,1,2,999998,3,"1,162629684",7,17,0
UNIFIQUE,SC,2,34,5,2,1,5,0,8,0,5,5,99,1.0,99.0,99.0,99.0,99.0,1,0.0,1,0.0,0.0,0.0,2,2,2,2,4000,2,"1,803466277",8,22,1
VIVO,DF,1,18,3,2,10,10,10,10,10,10,10,10,1.0,10.0,10.0,10.0,10.0,2,99,2,99,99,99,2,1,2,7,999998,99,"0,860180898",9,5,0
VIVO,PB,2,20,3,2,7,7,8,7,8,7,99,99,99,99,99,99,99,1,8.0,2,99,99,99,2,1,1,2,999998,99,"0,212973903",9,13,0
VIVO,PE,1,42,7,2,10,10,10,10,9,9,10,10,1.0,8.0,10.0,10.0,9.0,2,99,2,99,99,99,1,1,2,2,2500,2,"0,710561378",9,14,0
VIVO,SE,1,63,8,2,7,7,5,5,5,4,10,10,1.0,9.0,7.0,10.0,10.0,1,5.0,1,8.0,8.0,7.0,2,2,1,6,5000,3,"0,190393961",9,23,0
CLARO/NET,CE,1,33,5,1,4,8,0,2,0,5,10,9,99,99,99,99,99,1,5.0,2,99,99,99,1,2,2,2,10000,4,"0,33047842",2,4,0
CLARO/NET,GO,1,50,7,2,7,8,7,7,6,5,8,8,1.0,8.0,8.0,8.0,8.0,2,99,2,99,99,99,1,2,1,1,15000,5,"0,800542161",2,7,0
CLARO/NET,MG,2,25,4,2,7,10,10,2,4,4,10,10,99,99,99,99,99,2,99,2,99,99,99,1,2,1,3,999999,99,"2,41303017",2,9,0
CLARO/NET,MG,1,55,8,1,5,5,5,3,3,3,0,0,1.0,3.0,3.0,3.0,3.0,1,0.0,1,0.0,0.0,0.0,1,2,1,1,3000,2,"2,41303017",2,9,0
CLARO/NET,PI,2,39,6,2,7,7,8,9,8,8,7,9,1.0,5.0,7.0,9.0,8.0,1,5.0,1,1.0,0.0,7.0,1,2,1,3,999999,99,"0,173615161",2,15,0
CLARO/NET,RO,1,44,7,2,8,7,8,8,7,7,8,9,1.0,8.0,7.0,8.0,9.0,1,10.0,1,10.0,10.0,10.0,1,2,1,2,10000,4,"0,071185672",2,19,0
CLARO/NET,RO,1,41,7,1,3,1,0,2,2,1,1,2,1.0,1.0,7.0,1.0,2.0,1,1.0,1,7.0,7.0,7.0,1,2,1,2,999998,99,"0,071185672",2,19,1
CLARO/NET,SE,1,40,6,2,8,9,9,10,9,9,10,10,1.0,5.0,10.0,7.0,9.0,1,7.0,2,99,99,99,2,2,1,2,10000,4,"0,189762983",2,23,0
ALGAR,GO,1,26,4,2,7,9,8,7,7,7,7,8,99,99,99,99,99,2,99,2,99,99,99,2,1,1,3,999999,99,"0,082942386",0,7,0
ALGAR,GO,2,19,3,2,7,10,10,7,7,7,10,10,1.0,10.0,10.0,10.0,10.0,1,10.0,2,99,99,99,1,2,1,3,999999,99,"0,082942386",0,7,0
BRISANET,CE,1,20,3,2,9,10,10,8,7,8,10,10,99,99,99,99,99,2,99,2,99,99,99,2,1,1,1,1800,1,"1,30502718",1,4,0
BRISANET,PE,1,22,3,2,10,10,10,10,10,10,10,10,99,99,99,99,99,2,99,2,99,99,99,2,2,2,2,3000,2,"0,153672687",1,14,0
OI,AL,2,27,4,2,7,8,7,8,9,5,6,5,1.0,5.0,7.0,7.0,7.0,2,99,2,99,99,99,2,1,1,6,15000,5,"0,083964386",4,1,0
OI,AM,2,28,4,2,8,7,8,9,8,7,9,7,1.0,8.0,8.0,8.0,9.0,1,10.0,1,9.0,9.0,10.0,2,1,1,3,4000,2,"0,087477352",4,2,0
OI,BA,2,42,7,1,0,2,0,2,2,0,7,5,1.0,0.0,0.0,0.0,0.0,2,99,1,8.0,8.0,5.0,2,2,1,3,2000,1,"0,859429588",4,3,1
OI,BA,1,41,7,2,8,8,7,7,5,6,7,8,1.0,5.0,6.0,7.0,6.0,2,99,2,99,99,99,2,1,1,1,1500,1,"0,859429588",4,3,0
OI,BA,1,60,8,2,8,8,9,7,8,7,9,8,1.0,5.0,9.0,7.0,8.0,2,99,2,99,99,99,1,1,1,2,6000,3,"0,859429588",4,3,0
OI,CE,1,75,9,1,10,10,10,10,10,10,10,10,99,99,99,99,99,2,99,2,99,99,99,2,1,1,1,4950,3,"0,253532134",4,4,0
OI,MA,1,26,4,2,7,5,7,7,5,5,8,8,1.0,4.0,5.0,8.0,8.0,1,7.0,1,5.0,8.0,8.0,2,1,1,2,1500,1,"0,194692994",4,8,0
OI,MS,2,47,7,1,7,7,7,8,8,7,6,8,1.0,6.0,7.0,7.0,8.0,1,7.0,1,8.0,8.0,6.0,1,2,1,1,5000,3,"0,515743188",4,10,0
OI,PE,1,60,8,2,6,7,7,7,7,7,5,8,1.0,4.0,4.0,4.0,4.0,1,6.0,1,7.0,8.0,7.0,2,1,1,2,10000,4,"0,259755499",4,14,0
OI,RN,2,21,3,2,9,10,8,7,6,10,8,7,1.0,7.0,3.0,8.0,8.0,2,99,2,99,99,99,2,1,1,2,23000,5,"0,093547923",4,18,0
OI,RR,1,39,6,2,6,2,2,3,1,0,0,0,1.0,4.0,5.0,8.0,10.0,1,6.0,1,8.0,5.0,5.0,2,1,1,1,3000,2,"0,084349574",4,20,0
SKY,AM,1,35,5,1,3,0,5,0,0,0,0,0,99,99,99,99,99,2,99,2,99,99,99,2,2,2,3,999998,99,"0,133954269",6,2,1
SKY,AM,1,46,7,1,0,5,0,0,0,0,0,0,99,99,99,99,99,1,0.0,2,99,99,99,2,2,2,2,2000,1,"0,133954269",6,2,1
SKY,MA,1,31,5,1,8,7,9,7,7,8,7,8,99,99,99,99,99,2,99,2,99,99,99,2,2,2,2,5000,3,"0,099019332",6,8,0
SKY,MT,1,26,4,1,4,2,0,3,3,0,0,0,1.0,2.0,0.0,3.0,5.0,1,0.0,1,7.0,7.0,0.0,2,2,2,2,3000,2,"0,0548337",6,11,0
SKY,MT,1,20,3,2,4,5,5,5,6,6,4,6,99,99,99,99,99,1,5.0,2,99,99,99,2,2,2,1,900,1,"0,0548337",6,11,0
SKY,MT,1,41,7,2,10,10,10,9,8,8,8,8,99,99,99,99,99,1,8.0,2,99,99,99,1,2,2,2,1800,1,"0,0548337",6,11,0
SKY,PA,1,30,4,2,7,8,8,10,7,9,10,10,99,99,99,99,99,1,8.0,2,99,99,99,2,2,2,1,3000,2,"0,123385668",6,12,0
TIM,AM,1,29,4,2,5,7,7,2,2,9,10,10,1.0,10.0,2.0,9.0,9.0,1,5.0,1,8.0,5.0,10.0,2,2,1,2,20000,5,"0,088639026",7,2,0
TIM,AM,1,38,6,2,7,5,6,7,4,7,6,3,1.0,2.0,3.0,7.0,7.0,1,7.0,2,99,99,99,1,2,2,2,10000,4,"0,088639026",7,2,0
TIM,BA,1,60,8,2,5,5,2,5,4,4,6,5,99,99,99,99,99,1,6.0,1,7.0,5.0,10.0,2,2,1,1,6000,3,"0,148083294",7,3,0
TIM,BA,1,57,8,2,9,9,9,9,8,9,9,9,1.0,8.0,8.0,8.0,9.0,1,8.0,1,8.0,9.0,10.0,1,2,1,1,35000,5,"0,148083294",7,3,0
VIVO,BA,2,22,3,2,8,9,7,7,7,8,9,9,1.0,9.0,5.0,10.0,8.0,1,7.0,1,7.0,9.0,10.0,1,2,1,3,4000,2,"0,668020487",9,3,0
VIVO,BA,1,55,8,1,5,7,7,3,3,3,8,8,1.0,7.0,4.0,5.0,5.0,1,4.0,1,4.0,2.0,2.0,1,2,1,1,7000,4,"0,668020487",9,3,0
VIVO,BA,1,43,7,1,10,10,10,10,10,10,8,10,1.0,7.0,8.0,8.0,8.0,1,8.0,1,8.0,8.0,10.0,2,2,1,2,9000,4,"0,668020487",9,3,0
VIVO,BA,1,31,5,1,9,9,8,9,9,9,9,9,1.0,8.0,8.0,8.0,9.0,2,99,2,99,99,99,1,2,1,2,4000,2,"0,668020487",9,3,0
VIVO,MS,1,59,8,2,7,6,7,8,8,8,4,4,99,99,99,99,99,2,99,1,6.0,6.0,5.0,2,1,2,99,999998,99,"0,394052503",9,10,0
VIVO,PB,1,27,4,2,5,7,3,9,6,6,3,3,1.0,5.0,5.0,7.0,7.0,2,99,2,99,99,99,2,2,1,1,4000,2,"0,212973903",9,13,0
VIVO,PI,1,40,6,2,5,5,5,6,5,5,5,4,99,99,99,99,99,1,7.0,2,99,99,99,1,1,1,2,1200,1,"0,09161355",9,15,0
CLARO/NET,AM,1,26,4,2,7,8,7,10,8,9,10,8,99,99,99,99,99,1,9.0,2,99,99,99,2,2,1,2,3200,2,"0,835665362",2,2,0
CLARO/NET,CE,2,55,8,1,10,10,10,10,9,10,10,10,1.0,10.0,10.0,10.0,10.0,1,10.0,2,99,99,99,1,1,1,2,2000,1,"0,33047842",2,4,0
CLARO/NET,PA,1,50,7,1,2,2,2,0,1,1,10,5,1.0,2.0,3.0,2.0,3.0,1,2.0,1,2.0,1.0,2.0,1,2,1,5,999998,4,"0,498548009",2,12,1
CLARO/NET,RO,1,35,5,2,9,8,8,9,8,9,9,10,1.0,7.0,7.0,6.0,7.0,1,8.0,2,99,99,99,1,2,2,2,15000,5,"0,071185672",2,19,0
CLARO/NET,SE,1,63,8,2,8,10,8,8,8,8,10,10,99,99,99,99,99,2,99,1,10.0,10.0,10.0,2,2,1,2,6000,3,"0,189762983",2,23,0
CLARO/NET,SP,1,42,7,1,8,9,6,8,8,8,5,0,1.0,0.0,5.0,5.0,5.0,1,5.0,2,99,99,99,1,1,1,2,999998,2,"19,63292645",2,24,0
CLARO/NET,SP,1,31,5,1,7,8,8,8,7,8,10,10,1.0,8.0,7.0,8.0,8.0,2,99,2,99,99,99,1,2,2,3,3000,2,"19,63292645",2,24,0
CLARO/NET,TO,1,79,9,2,9,6,9,9,8,9,9,9,1.0,7.0,7.0,6.0,7.0,1,8.0,2,99,99,99,1,1,1,2,12000,5,"0,06265625",2,25,0
ALGAR,GO,2,29,4,1,8,10,10,8,8,8,10,10,1.0,8.0,10.0,10.0,10.0,2,99,2,99,99,99,2,1,1,1,999998,2,"0,082942386",0,7,0
